"","scientific.name","common.name","iconic.taxon.name","observed.on","place.guess","latitude","longitude","positional.accuracy","user.id","captive.cultivated","url","image.url"
"163","Linaria vulgaris","common toadflax","Plantae","2022-08-26","Acadia National Park, Mount Desert, ME, US",44.3108044239,-68.227054244,3,5803924,"false","https://www.inaturalist.org/observations/132465683","https://inaturalist-open-data.s3.amazonaws.com/photos/225574254/medium.jpg"
"164","Trifolium aureum","large hop clover","Plantae","2022-08-25","Acadia National Park, Bar Harbor, ME, US",44.3909383333,-68.2292166667,13,5324414,"false","https://www.inaturalist.org/observations/132463794","https://static.inaturalist.org/photos/225569294/medium.jpg"
"165","Viburnum cassinoides","northern wild raisin","Plantae","2022-08-25","Acadia National Park, Bar Harbor, ME, US",44.3886866667,-68.2243583333,17,5324414,"false","https://www.inaturalist.org/observations/132463345","https://static.inaturalist.org/photos/225568571/medium.jpg"
"166","Apios americana","american groundnut","Plantae","2022-08-26","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3629543728,-68.2076376991,5,1365546,"false","https://www.inaturalist.org/observations/132459200","https://inaturalist-open-data.s3.amazonaws.com/photos/225560669/medium.jpg"
"167","Lobelia cardinalis","cardinal flower","Plantae","2022-08-26","Acadia National Park, Bar Harbor, ME, US",44.3625145639,-68.2082283218,10,1365546,"false","https://www.inaturalist.org/observations/132457004","https://inaturalist-open-data.s3.amazonaws.com/photos/225556978/medium.jpg"
"168","Osmunda claytoniana","interrupted fern","Plantae","2022-08-26","Acadia National Park, Bar Harbor, ME, US",44.3630082837,-68.2089302557,10,1365546,"false","https://www.inaturalist.org/observations/132456506","https://inaturalist-open-data.s3.amazonaws.com/photos/225556760/medium.jpg"
"169","Dryobates villosus","hairy woodpecker","Aves","2022-08-24","Acadia National Park, Bar Harbor, ME, US",44.3319366667,-68.1868533333,4,3678226,"false","https://www.inaturalist.org/observations/132450503","https://static.inaturalist.org/photos/225546067/medium.jpg"
"170","Larus marinus","great black-backed gull","Aves","2022-08-26","Acadia National Park, Southwest Harbor, ME, US",44.2287402623,-68.3109063165,188,1910545,"false","https://www.inaturalist.org/observations/132449023","https://inaturalist-open-data.s3.amazonaws.com/photos/225542816/medium.jpg"
"171","Monotropa uniflora","ghost pipe","Plantae","2022-08-26","Acadia National Park, Bar Harbor, ME, US",44.3665995263,-68.2127740794,10,1365546,"false","https://www.inaturalist.org/observations/132446377","https://inaturalist-open-data.s3.amazonaws.com/photos/225552316/medium.jpg"
"172","Egretta thula","snowy egret","Aves","2022-08-26","Mount Desert Island, Southwest Harbor, ME, US",44.2546398845,-68.3406226945,286,1910545,"false","https://www.inaturalist.org/observations/132409839","https://inaturalist-open-data.s3.amazonaws.com/photos/225484872/medium.jpg"
"173","Tringa melanoleuca","greater yellowlegs","Aves","2022-08-26","Mount Desert Island, Southwest Harbor, ME, US",44.254028237,-68.3407182765,132,1910545,"false","https://www.inaturalist.org/observations/132409288","https://inaturalist-open-data.s3.amazonaws.com/photos/225483920/medium.jpg"
"174","Araneus diadematus","cross orbweaver","Arachnida","2022-08-26","Mt Desert, ME 04660, USA",44.31034303,-68.20403735,7,2588518,"false","https://www.inaturalist.org/observations/132408903","https://static.inaturalist.org/photos/225483725/medium.jpeg"
"175","Lobelia cardinalis","cardinal flower","Plantae","2022-08-26","Bar Harbor, ME 04609, USA",44.3317182188,-68.1859323755,761,5234188,"false","https://www.inaturalist.org/observations/132402588","https://static.inaturalist.org/photos/225471349/medium.jpeg"
"176","Thamnophis sirtalis","common garter snake","Reptilia","2022-08-25","Acadia National Park, Bar Harbor, ME, US",44.3535583333,-68.188675,81,3493286,"false","https://www.inaturalist.org/observations/132393124","https://inaturalist-open-data.s3.amazonaws.com/photos/225453996/medium.jpg"
"177","Orgyia leucostigma","white-marked tussock moth","Insecta","2022-08-25","Acadia National Park, Mount Desert, ME, US",44.3209616667,-68.253425,5,3634893,"false","https://www.inaturalist.org/observations/132354053","https://inaturalist-open-data.s3.amazonaws.com/photos/225379059/medium.jpg"
"178","Acer pensylvanicum","striped maple","Plantae","2022-08-25","Acadia National Park, Mount Desert, ME, US",44.3151883333,-68.2538383333,10,3634893,"false","https://www.inaturalist.org/observations/132353882","https://inaturalist-open-data.s3.amazonaws.com/photos/225378722/medium.jpg"
"179","Danaus plexippus","monarch","Insecta","2022-08-25","Acadia National Park, Bar Harbor, ME, US",44.3502583333,-68.2301033333,5,3634893,"false","https://www.inaturalist.org/observations/132352839","https://inaturalist-open-data.s3.amazonaws.com/photos/225376677/medium.jpg"
"180","Speyeria cybele","great spangled fritillary","Insecta","2022-08-25","Acadia National Park, Bar Harbor, ME, US",44.3503216667,-68.230155,5,3634893,"false","https://www.inaturalist.org/observations/132352801","https://inaturalist-open-data.s3.amazonaws.com/photos/225376581/medium.jpg"
"181","Vanessa virginiensis","american lady","Insecta","2022-08-25","Acadia National Park, Bar Harbor, ME, US",44.3526627541,-68.2248478029,137,3634893,"false","https://www.inaturalist.org/observations/132352522","https://inaturalist-open-data.s3.amazonaws.com/photos/225376073/medium.jpg"
"182","Euphrasia nemorosa","common eyebright","Plantae","2022-08-25","Acadia National Park, Bar Harbor, ME, US",44.3526,-68.22303,50,3634893,"false","https://www.inaturalist.org/observations/132350507","https://inaturalist-open-data.s3.amazonaws.com/photos/225372791/medium.jpg"
"183","Pseudochorthippus curtipennis","marsh meadow grasshopper","Insecta","2022-08-25","Schoodic Institute",44.3361708809,-68.0595185235,182,5442272,"false","https://www.inaturalist.org/observations/132348645","https://inaturalist-open-data.s3.amazonaws.com/photos/225369396/medium.jpeg"
"184","Erethizon dorsatum","north american porcupine","Mammalia","2022-08-25","Winter Harbor, ME 04693, USA",44.3350531307,-68.0610433593,8,6065143,"false","https://www.inaturalist.org/observations/132341041","https://static.inaturalist.org/photos/225354743/medium.jpeg"
"185","Danaus plexippus","monarch","Insecta","2022-08-25","Winter Harbor, ME 04693, USA",44.3350305884,-68.0610276014,7,6065143,"false","https://www.inaturalist.org/observations/132340981","https://static.inaturalist.org/photos/225354607/medium.jpeg"
"186","Impatiens capensis","common jewelweed","Plantae","2022-08-25","Mount Desert Island, Southwest Harbor, ME, US",44.2990826865,-68.3184680694,620,5803924,"false","https://www.inaturalist.org/observations/132326154","https://inaturalist-open-data.s3.amazonaws.com/photos/225326088/medium.jpg"
"187","Popillia japonica","japanese beetle","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.3352529716,-68.0607973568,24,6066806,"false","https://www.inaturalist.org/observations/132314554","https://inaturalist-open-data.s3.amazonaws.com/photos/225304993/medium.jpg"
"188","Harmonia axyridis","asian lady beetle","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.3353283333,-68.0603638333,3,6066800,"false","https://www.inaturalist.org/observations/132313485","https://inaturalist-open-data.s3.amazonaws.com/photos/225303138/medium.jpg"
"189","Cupido comyntas","eastern tailed-blue","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.335255,-68.0608583333,4,6066800,"false","https://www.inaturalist.org/observations/132313457","https://inaturalist-open-data.s3.amazonaws.com/photos/225303058/medium.jpg"
"190","Argiope trifasciata","banded garden spider","Arachnida","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.3354116667,-68.0595778333,8,6066800,"false","https://www.inaturalist.org/observations/132313240","https://inaturalist-open-data.s3.amazonaws.com/photos/225302662/medium.jpg"
"191","Popillia japonica","japanese beetle","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.3356204882,-68.0621975304,1725,6066794,"false","https://www.inaturalist.org/observations/132313184","https://inaturalist-open-data.s3.amazonaws.com/photos/225302547/medium.jpg"
"192","Roeseliana roeselii","roesel's bush-cricket","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.3361383333,-68.05935,35,6066800,"false","https://www.inaturalist.org/observations/132313002","https://inaturalist-open-data.s3.amazonaws.com/photos/225302148/medium.jpg"
"193","Cisseps fulvicollis","yellow-collared scape moth","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.3355,-68.0594861667,4,6066807,"false","https://www.inaturalist.org/observations/132312928","https://inaturalist-open-data.s3.amazonaws.com/photos/225301985/medium.jpg"
"194","Popillia japonica","japanese beetle","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.3352166667,-68.0613721667,14,6066796,"false","https://www.inaturalist.org/observations/132312904","https://inaturalist-open-data.s3.amazonaws.com/photos/225301919/medium.jpg"
"195","Coenonympha california","common ringlet","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.33533,-68.0595166667,8,6066798,"false","https://www.inaturalist.org/observations/132312877","https://inaturalist-open-data.s3.amazonaws.com/photos/225301862/medium.jpg"
"196","Pseudochorthippus curtipennis","marsh meadow grasshopper","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.3354866667,-68.0594945,3,6066798,"false","https://www.inaturalist.org/observations/132312808","https://inaturalist-open-data.s3.amazonaws.com/photos/225301738/medium.jpg"
"197","Popillia japonica","japanese beetle","Insecta","2022-08-25","Acadia National Park, Hancock County, US-ME, US",44.3351106854,-68.0609015375,12,6066787,"false","https://www.inaturalist.org/observations/132312736","https://static.inaturalist.org/photos/225301548/medium.jpeg"
"198","Roeseliana roeselii","roesel's bush-cricket","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.3355116667,-68.0595388333,5,3389858,"false","https://www.inaturalist.org/observations/132312637","https://inaturalist-open-data.s3.amazonaws.com/photos/225301346/medium.jpg"
"199","Coenonympha california","common ringlet","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.335455,-68.0595333333,4,6066807,"false","https://www.inaturalist.org/observations/132312583","https://inaturalist-open-data.s3.amazonaws.com/photos/225301276/medium.jpg"
"200","Pseudochorthippus curtipennis","marsh meadow grasshopper","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.336095,-68.0593721667,35,6066796,"false","https://www.inaturalist.org/observations/132312569","https://inaturalist-open-data.s3.amazonaws.com/photos/225301264/medium.jpg"
"201","Popillia japonica","japanese beetle","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.3351866667,-68.0614555,5,6066788,"false","https://www.inaturalist.org/observations/132312552","https://static.inaturalist.org/photos/225301224/medium.jpg"
"202","Roeseliana roeselii","roesel's bush-cricket","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.33612,-68.0593805,35,6066795,"false","https://www.inaturalist.org/observations/132312547","https://static.inaturalist.org/photos/225301217/medium.jpg"
"203","Pseudochorthippus curtipennis","marsh meadow grasshopper","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.3355866667,-68.0593555,14,6066790,"false","https://www.inaturalist.org/observations/132312446","https://static.inaturalist.org/photos/225301073/medium.jpg"
"204","Lophocampa caryae","hickory tussock moth","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.3353716667,-68.0594555,7,6066795,"false","https://www.inaturalist.org/observations/132312428","https://static.inaturalist.org/photos/225300963/medium.jpg"
"205","Roeseliana roeselii","roesel's bush-cricket","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.3350055357,-68.060846353,295,6066797,"false","https://www.inaturalist.org/observations/132312421","https://inaturalist-open-data.s3.amazonaws.com/photos/225300948/medium.jpg"
"206","Argiope trifasciata","banded garden spider","Arachnida","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.3354833333,-68.0595083333,5,3389858,"false","https://www.inaturalist.org/observations/132312385","https://inaturalist-open-data.s3.amazonaws.com/photos/225300894/medium.jpg"
"207","Vespula alascensis","alaska yellowjacket","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.335445,-68.060875,4,6066807,"false","https://www.inaturalist.org/observations/132312312","https://inaturalist-open-data.s3.amazonaws.com/photos/225300715/medium.jpg"
"208","Pseudochorthippus curtipennis","marsh meadow grasshopper","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.3350571948,-68.0609630088,22,6066805,"false","https://www.inaturalist.org/observations/132312298","https://static.inaturalist.org/photos/225300689/medium.jpg"
"209","Cercyonis pegala","common wood-nymph","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.3355133333,-68.0595388333,6,6066796,"false","https://www.inaturalist.org/observations/132312269","https://inaturalist-open-data.s3.amazonaws.com/photos/225300634/medium.jpg"
"210","Argiope trifasciata","banded garden spider","Arachnida","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.3354716667,-68.0595166667,4,6066796,"false","https://www.inaturalist.org/observations/132312258","https://inaturalist-open-data.s3.amazonaws.com/photos/225300588/medium.jpg"
"211","Pseudochorthippus curtipennis","marsh meadow grasshopper","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.3354966667,-68.0594638333,8,6066788,"false","https://www.inaturalist.org/observations/132312227","https://static.inaturalist.org/photos/225300517/medium.jpg"
"212","Roeseliana roeselii","roesel's bush-cricket","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.335505,-68.0596611667,5,3389858,"false","https://www.inaturalist.org/observations/132312208","https://inaturalist-open-data.s3.amazonaws.com/photos/225300456/medium.jpg"
"213","Argiope trifasciata","banded garden spider","Arachnida","2022-08-25","Winter Harbor, ME 04693, USA",44.3361708809,-68.0595185235,183,5442272,"false","https://www.inaturalist.org/observations/132284360","https://inaturalist-open-data.s3.amazonaws.com/photos/225251007/medium.jpeg"
"214","Cercyonis pegala","common wood-nymph","Insecta","2022-08-25","Schoodic Institute",44.3361708809,-68.0595185235,182,5442272,"false","https://www.inaturalist.org/observations/132283682","https://inaturalist-open-data.s3.amazonaws.com/photos/225250842/medium.jpeg"
"215","Pseudochorthippus curtipennis","marsh meadow grasshopper","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.3359966667,-68.0593555,79,6065167,"false","https://www.inaturalist.org/observations/132282330","https://static.inaturalist.org/photos/225246793/medium.jpg"
"216","Thamnophis sirtalis pallidulus","maritime garter snake","Reptilia","2022-08-25","Bar Harbor, ME 04609, USA",44.3135961598,-68.1912981346,638,5234188,"false","https://www.inaturalist.org/observations/132282184","https://static.inaturalist.org/photos/225246427/medium.jpeg"
"217","Junonia coenia","common buckeye","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.335255,-68.0593805,5,6065167,"false","https://www.inaturalist.org/observations/132282068","https://static.inaturalist.org/photos/225246191/medium.jpg"
"218","Cisseps fulvicollis","yellow-collared scape moth","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.3353583333,-68.0593638333,4,6065138,"false","https://www.inaturalist.org/observations/132282048","https://inaturalist-open-data.s3.amazonaws.com/photos/225246170/medium.jpg"
"219","Danaus plexippus","monarch","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.335245,-68.0593861667,4,6065167,"false","https://www.inaturalist.org/observations/132282000","https://static.inaturalist.org/photos/225246067/medium.jpg"
"220","Argiope aurantia","yellow garden spider","Arachnida","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.3353466667,-68.0592638333,4,6065138,"false","https://www.inaturalist.org/observations/132281815","https://inaturalist-open-data.s3.amazonaws.com/photos/225245744/medium.jpg"
"221","Argiope trifasciata","banded garden spider","Arachnida","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.3352583333,-68.0590833333,3,6065138,"false","https://www.inaturalist.org/observations/132281753","https://inaturalist-open-data.s3.amazonaws.com/photos/225245659/medium.jpg"
"222","Pseudochorthippus curtipennis","marsh meadow grasshopper","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.3353916667,-68.0594111667,4,6065157,"false","https://www.inaturalist.org/observations/132281562","https://inaturalist-open-data.s3.amazonaws.com/photos/225245287/medium.jpg"
"223","Speyeria atlantis","atlantis fritillary","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.336245,-68.0597695,35,6065146,"false","https://www.inaturalist.org/observations/132281544","https://static.inaturalist.org/photos/225245274/medium.jpg"
"224","Argiope trifasciata","banded garden spider","Arachnida","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.3353116667,-68.0595166667,8,6065157,"false","https://www.inaturalist.org/observations/132281436","https://inaturalist-open-data.s3.amazonaws.com/photos/225245161/medium.jpg"
"225","Cisseps fulvicollis","yellow-collared scape moth","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.33542,-68.0595083333,11,6065166,"false","https://www.inaturalist.org/observations/132280913","https://inaturalist-open-data.s3.amazonaws.com/photos/225244101/medium.jpg"
"226","Actias luna","north american luna moth","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.3360166667,-68.0593805,35,6065166,"false","https://www.inaturalist.org/observations/132280804","https://inaturalist-open-data.s3.amazonaws.com/photos/225243912/medium.jpg"
"227","Argiope aurantia","yellow garden spider","Arachnida","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.3355133333,-68.0594111667,6,6065141,"false","https://www.inaturalist.org/observations/132280457","https://static.inaturalist.org/photos/225243625/medium.jpg"
"228","Actias luna","north american luna moth","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.335725,-68.0595945,22,6065136,"false","https://www.inaturalist.org/observations/132280371","https://static.inaturalist.org/photos/225243477/medium.jpg"
"229","Coenonympha california","common ringlet","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.3351783333,-68.0589305,8,6065153,"false","https://www.inaturalist.org/observations/132280365","https://inaturalist-open-data.s3.amazonaws.com/photos/225243431/medium.jpg"
"230","Actias luna","north american luna moth","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.3354833333,-68.0595945,15,6065141,"false","https://www.inaturalist.org/observations/132280363","https://static.inaturalist.org/photos/225243491/medium.jpg"
"231","Limax maximus","leopard slug","Mollusca","2022-08-24","Acadia National Park, Birch Harbor, ME, US",44.3378416667,-68.0600888333,13,255732,"false","https://www.inaturalist.org/observations/132252825","https://inaturalist-open-data.s3.amazonaws.com/photos/225193166/medium.jpg"
"232","Danaus plexippus","monarch","Insecta","2022-08-23","Acadia National Park, Bar Harbor, ME, US",44.3974416667,-68.2094283333,46,3678226,"false","https://www.inaturalist.org/observations/132217667","https://static.inaturalist.org/photos/225545236/medium.jpg"
"233","Cornus canadensis","canadian bunchberry","Plantae","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132213063","https://inaturalist-open-data.s3.amazonaws.com/photos/225117514/medium.jpeg"
"234","Argia fumipennis violacea","violet dancer","Insecta","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132212852","https://inaturalist-open-data.s3.amazonaws.com/photos/225116553/medium.jpeg"
"235","Celithemis elisa","calico pennant","Insecta","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132212847","https://inaturalist-open-data.s3.amazonaws.com/photos/225116032/medium.jpeg"
"236","Sitta canadensis","red-breasted nuthatch","Aves","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132212844","https://inaturalist-open-data.s3.amazonaws.com/photos/225115906/medium.jpeg"
"237","Sibbaldiopsis tridentata","three-toothed cinquefoil","Plantae","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132210624","https://inaturalist-open-data.s3.amazonaws.com/photos/225110222/medium.jpeg"
"238","Pandion haliaetus","osprey","Aves","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132210623","https://inaturalist-open-data.s3.amazonaws.com/photos/225110148/medium.jpeg"
"239","Melanoplus mancus","smith's spur-throat grasshopper","Insecta","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132209022","https://inaturalist-open-data.s3.amazonaws.com/photos/225106585/medium.jpeg"
"240","Acer rubrum","red maple","Plantae","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132209020","https://inaturalist-open-data.s3.amazonaws.com/photos/225106436/medium.jpeg"
"241","Cladonia stellaris","star-tipped reindeer lichen","Fungi","2022-08-24","Mt Desert, ME 04660, USA",44.3127666667,-68.2795888889,NA,316327,"false","https://www.inaturalist.org/observations/132208755","https://inaturalist-open-data.s3.amazonaws.com/photos/225109301/medium.jpeg"
"242","Tremella mesenterica","witch's butter","Fungi","2022-08-24","Acadia National Park, Southwest Harbor, ME, US",44.2273520677,-68.3195093686,173,5772289,"false","https://www.inaturalist.org/observations/132205682","https://inaturalist-open-data.s3.amazonaws.com/photos/225102561/medium.jpg"
"243","Lasallia papulosa","common toadskin lichen","Fungi","2022-08-24","Acadia National Park, Southwest Harbor, ME, US",44.3101596002,-68.3470260208,156,5772289,"false","https://www.inaturalist.org/observations/132205587","https://inaturalist-open-data.s3.amazonaws.com/photos/225102395/medium.jpg"
"244","Gaultheria procumbens","eastern teaberry","Plantae","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, USA",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132203078","https://inaturalist-open-data.s3.amazonaws.com/photos/225097241/medium.jpeg"
"245","Cladonia maxima","giant cladonia lichen","Fungi","2022-08-24","Acadia National Park, Mount Desert, ME, US",44.3224814301,-68.3643209902,1461,5803924,"false","https://www.inaturalist.org/observations/132201921","https://inaturalist-open-data.s3.amazonaws.com/photos/225095108/medium.jpg"
"246","Necrophila americana","american carrion beetle","Insecta","2022-08-24","Acadia National Park, Mount Desert, ME, US",44.3270980836,-68.3770614454,1457,5803924,"false","https://www.inaturalist.org/observations/132201078","https://inaturalist-open-data.s3.amazonaws.com/photos/225093679/medium.jpg"
"247","Lycomorpha pholus","black-and-yellow lichen moth","Insecta","2022-08-24","Acadia National Park, Southwest Harbor, ME, US",44.3133101606,-68.3581942016,454,5803924,"false","https://www.inaturalist.org/observations/132200932","https://inaturalist-open-data.s3.amazonaws.com/photos/225093294/medium.jpg"
"248","Ascophyllum nodosum","knotted wrack","Chromista","2022-08-24","Skillings River, Bar Harbor, ME, US",44.3967155368,-68.2111842838,5,2479023,"false","https://www.inaturalist.org/observations/132186071","https://static.inaturalist.org/photos/225066115/medium.jpg"
"249","Lycomorpha pholus","black-and-yellow lichen moth","Insecta","2022-08-24","Bar Harbor, ME 04609, USA",44.3532457568,-68.223643899,8,550423,"false","https://www.inaturalist.org/observations/132183144","https://inaturalist-open-data.s3.amazonaws.com/photos/225060872/medium.jpeg"
"250","Castor canadensis","american beaver","Mammalia","2022-08-24","Mt Desert, ME 04660, USA",44.3306099769,-68.2570994273,863,5234188,"false","https://www.inaturalist.org/observations/132176198","https://static.inaturalist.org/photos/225048110/medium.jpeg"
"251","Rosa rugosa","rugosa rose","Plantae","2022-08-24","Acadia National Park, Bar Harbor, ME, US",44.329690517,-68.1836115188,130,1910545,"false","https://www.inaturalist.org/observations/132175282","https://inaturalist-open-data.s3.amazonaws.com/photos/225046578/medium.jpg"
"252","Umbilicaria mammulata","smooth rock tripe","Fungi","2022-08-24","Acadia National Park, Southwest Harbor, ME, US",44.3067391058,-68.3593601928,132,5803924,"false","https://www.inaturalist.org/observations/132165206","https://inaturalist-open-data.s3.amazonaws.com/photos/225028436/medium.jpg"
"253","Cladonia maxima","giant cladonia lichen","Fungi","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132150353","https://inaturalist-open-data.s3.amazonaws.com/photos/224999798/medium.jpeg"
"254","Lithobates palustris","pickerel frog","Amphibia","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132150350","https://inaturalist-open-data.s3.amazonaws.com/photos/224999787/medium.jpeg"
"255","Lysimachia borealis","northern starflower","Plantae","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132150348","https://inaturalist-open-data.s3.amazonaws.com/photos/224999660/medium.jpeg"
"256","Mitchella repens","partridgeberry","Plantae","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132149140","https://inaturalist-open-data.s3.amazonaws.com/photos/224998966/medium.jpeg"
"257","Acer pensylvanicum","striped maple","Plantae","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132149139","https://inaturalist-open-data.s3.amazonaws.com/photos/224998805/medium.jpeg"
"258","Aralia nudicaulis","wild sarsaparilla","Plantae","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132149138","https://inaturalist-open-data.s3.amazonaws.com/photos/224998712/medium.jpeg"
"259","Maianthemum canadense","canada mayflower","Plantae","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132149132","https://inaturalist-open-data.s3.amazonaws.com/photos/224998629/medium.jpeg"
"260","Thamnophis sirtalis","common garter snake","Reptilia","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132149126","https://inaturalist-open-data.s3.amazonaws.com/photos/224998006/medium.jpeg"
"261","Dryocampa rubicunda","rosy maple moth","Insecta","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132148202","https://inaturalist-open-data.s3.amazonaws.com/photos/224997315/medium.jpeg"
"262","Thuja occidentalis","northern whitecedar","Plantae","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132148201","https://inaturalist-open-data.s3.amazonaws.com/photos/224997055/medium.jpeg"
"263","Metrobates hesperius","","Insecta","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132147766","https://inaturalist-open-data.s3.amazonaws.com/photos/224996269/medium.jpeg"
"264","Comptonia peregrina","sweetfern","Plantae","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132147762","https://inaturalist-open-data.s3.amazonaws.com/photos/224996135/medium.jpeg"
"265","Thuja occidentalis","northern whitecedar","Plantae","2022-08-23","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3239769619,-68.2608344034,30,2479023,"false","https://www.inaturalist.org/observations/132147549","https://static.inaturalist.org/photos/224996405/medium.jpg"
"266","Cladonia stellaris","star-tipped reindeer lichen","Fungi","2022-08-23","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3243401079,-68.2609666698,5,2479023,"false","https://www.inaturalist.org/observations/132147524","https://static.inaturalist.org/photos/224996352/medium.jpg"
